AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
INPP5E	6.31351	7.10851	6.65898	5.82824	3.5787	10.8882	8.59778	6.12729	7.17506	6.27234	7.29035	5.54997	6.64781	4.53331	9.88526	7.36418	3.37517	3.92195	7.6143	6.78503	4.84	3.91895	6.9222	5.8042	9.62593	5.37746	6.14322	5.23213	5.18278	5.55855	6.16025	5.49996	8.19285	5.91915
AGPAT2	58.4831	51.6586	14.5258	38.9143	13.9209	96.27	42.2727	37.7464	22.9073	59.3823	39.7521	48.2366	83.2006	43.0438	47.0772	18.9251	26.6118	63.7791	44.5154	28.0508	62.6348	26.7679	34.8233	30.0586	74.7922	13.5169	41.1243	13.6742	37.4955	10.8337	6.82985	38.3862	49.8963	34.9953
PTGDS	0.0307734	0.0276625	0.0118179	0.0291014	0.0071904	4.62826	0.0256209	0.0209535	0.0143092	0.0126518	0.0193683	0.0176684	0.332875	0.538489	28.0887	0.0099986	0.0047267	0.133131	2.11161	0.0057274	74.1388	0.0129617	0.132236	0.639387	0.0302362	0.0137388	0.0572161	0.0086101	0.0039009	0.0239118	0.0591845	0.0113265	0	0.0362166
FUT7	67.2556	28.0741	0	17.0829	0.0138888	28.0721	7.54975	0.0323786	0.0506721	9.31491	5.5431	56.1742	29.7301	34.2537	21.5039	0.0257507	0.28607	25.2164	29.6222	23.3207	24.8324	22.2241	12.0399	5.07305	4.47759	0.0766638	4.64662	0.016631	0.0703261	0.0115469	0.0095266	15.5382	0.0504702	5.95084
ENTPD2	0.023644	0.0239105	0.0030266	0.0255535	0.0165738	0.0608139	0.045932	0.0032198	0.0192398	0.0097207	0.0148811	0.0305438	0.104995	0.0183068	0.008529	0.0153643	0.0181581	0.0154981	0.0036623	0.0308037	0.0142603	0.0074691	0.0149412	0.0091539	0.0232312	0.0105559	0.0146535	0.009923	0.0089916	0.0114825	0.0170523	0.014504	0.0060227	2.68244
UAP1L1	22.2104	8.36398	5.74142	8.4685	4.00394	22.3039	7.64626	3.93268	23.2711	7.34969	12.523	0.727129	7.6084	4.6054	20.7932	10.1724	5.11581	13.4651	16.1845	1.19618	16.7602	8.66735	10.392	12.4702	14.6745	2.78731	3.62654	8.1595	3.00767	3.83756	10.9938	4.99535	8.38313	8.47236
MAN1B1	13.7726	13.3413	6.55198	15.0798	4.00912	19.2402	10.0745	13.8474	9.29443	14.8144	14.13	13.0352	9.29336	12.8968	17.9134	6.97589	6.08101	11.5229	17.4047	9.57929	12.4835	7.61347	13.2114	12.5985	14.6406	12.6939	8.96824	13.7146	5.59327	9.66032	26.7708	10.032	8.78331	13.0175
ENTPD8	0.0514265	0.0032103	0.069488	0.123511	0.0433917	0.069617	0.602594	0.0194534	0.0963149	0.0323016	0.0314679	0.0205043	0.0097593	0.0176969	0.010306	0.0773564	0	0.0037454	0.0044254	0.0159522	0.0818494	0.0180507	0.0072217	0.0405573	0.318144	0.0297621	0.0070826	0.0079937	0.0181083	0.0305249	0.0137368	0.157734	0.0072775	0.376586
PNPLA7	0.575982	0.59729	0.572082	0.862499	0.145933	1.8112	2.2369	2.59881	2.83151	0.275319	0.872435	0.225112	1.11886	0.355698	1.04637	0.417876	0.0703482	0.331147	1.58117	0.412654	1.25353	0.480091	0.81215	1.50991	1.39853	0.367648	0.0842962	0.186395	0.482943	0.338362	1.17531	1.1	0.129923	3.74376
EHMT1	8.06992	4.7877	5.01453	10.5922	4.53571	12.0299	9.57086	7.45821	8.84885	6.2145	13.3243	6.4586	7.70951	5.69184	8.27047	6.22526	5.0619	5.71363	11.3508	7.83175	6.17526	4.86821	7.62167	7.76278	8.82025	7.96498	6.14846	5.60819	5.4362	7.9998	7.15948	6.30074	9.0003	10.6374
IDI2	0.0736741	0	0.0943098	0.0248826	0	0.0249335	0	0.175576	0.107055	0	0	0	0	0.0570437	0	0.299218	0	0	0	0.0342799	0	0.0193947	0	0	0.0402155	0	2.37432	0	0	0.0178897	0.0664184	0	0.187665	0
IDI1	61.3037	35.7023	46.4896	26.0417	57.0937	17.041	22.8131	90.6341	43.3231	28.0881	35.8337	14.347	63.6857	34.9259	17.7739	64.8491	19.4064	11.0092	56.9211	17.6316	103.902	12.0739	23.5133	33.1179	38.2478	12.8527	22.3298	22.8104	38.4695	13.6636	20.7348	53.4622	73.1711	34.0317
PFKP	38.0028	28.7762	48.2575	32.4268	49.6612	19.1666	34.8815	29.1937	27.201	42.4509	41.7024	14.5394	41.6792	25.2264	14.7991	42.3917	50.6964	70.0939	54.8627	17.3487	16.4945	3.84062	32.9831	47.4353	23.7868	23.6747	16.6672	21.4038	28.5206	19.3728	9.84884	20.7979	59.2768	27.0146
AKR1C1	0.11892	0.0623573	1.00386	0.193679	0.636774	0.197653	0.0265856	0.0575803	0.638979	0.0597561	0.082123	0.0275005	0.146689	0.727402	0.570379	11.1471	0.127859	0.417463	0.0614001	0.0854578	0.458235	0.0264359	0.237135	0.169667	0.749388	3.30546	0.042583	9.32094	0.248732	0.626296	4.4543	0.0218849	0.293662	0.116629
AKR1C2	0.176411	0.199526	0.0727982	0.0219508	0.105761	0.381784	0.0611974	0.101152	0.0971396	0.0178933	0.0566109	0.0466446	1.08759	1.57797	0.200956	4.104	0.0606094	0.290606	0.10966	0.0507616	0.0822486	0.0281085	0.577928	0.298056	1.87776	0.246985	0.0661747	6.17625	0.26629	0.290837	0.334816	0.0569562	0.0975587	0.311422
AKR1C3	6.33468	0.232921	1.6121	10.2381	4.13003	0.419415	2.98157	0.24283	0.743641	0.155785	3.01265	0.223954	0.157353	0.448711	0.270694	21.089	1.02707	4.57887	17.8909	0.377508	1.76108	0.0445945	1.3212	0.785282	0.956318	1.30692	0.234839	25.9059	0.146925	2.87289	2.59351	0.0875082	0.141942	0.514149
AKR1C4	0.0440273	0.0098941	0.0845387	0.0773225	0.0154309	0	0.0488741	0	0.0255902	0.040727	0.0069275	0.012639	0.070183	0.0068178	0.0211757	0.0667563	0	0.0057718	0.0545566	0	0.0863005	0.0046361	0.116852	0.0170453	0.0048065	0.0982799	0.0272862	0.0369551	0.0558104	0.0042763	0.0476296	0.0108032	0	0.010363
PFKFB3	16.2766	13.8875	10.9946	10.9849	12.1415	5.56646	10.7244	10.2628	9.51233	15.0818	14.3655	3.37723	4.62188	7.95581	7.32618	12.5849	10.5029	42.4203	21.5888	5.25056	8.38357	5.82139	6.52135	9.04265	9.29592	5.06623	8.73475	7.75528	7.16119	12.1835	9.6512	11.9124	10.1498	13.8329
DHTKD1	2.81939	6.62982	8.43605	10.2386	8.64953	4.33963	10.9708	11.4578	8.28011	10.6727	10.0466	2.01825	12.1675	8.30273	4.37395	10.9614	9.93611	6.75364	12.0383	11.1668	11.3026	2.06175	9.47227	8.61155	13.5575	7.06489	5.20632	7.79102	3.65912	9.7337	12.3892	2.51552	10.1919	20.623
NUDT5	16.1477	20.8027	22.6005	27.7166	28.3424	4.89723	17.4006	29.3025	13.3625	23.5858	23.8969	9.05148	42.3087	20.494	11.174	37.1995	18.3573	9.26073	33.0009	23.1522	13.0887	8.18754	17.9524	23.571	15.3051	15.6689	14.6092	17.8475	10.3423	18.2706	21.0283	5.54532	27.2863	18.0586
SEPHS1	23.2528	28.232	14.5564	16.8735	18.8527	13.7204	16.8493	32.2919	14.5684	23.2757	19.8815	11.0265	31.5624	26.6631	16.6437	35.7555	17.1679	12.6963	21.3917	27.4625	16.1221	14.2064	16.9363	18.1881	17.3455	24.2475	20.4094	15.6978	17.4551	28.6166	17.8192	5.64151	28.3598	17.3747
SUV39H2	7.44643	4.9804	9.29347	6.88183	18.2063	3.84756	6.85551	17.1622	6.5591	6.81947	10.5461	2.92525	6.96986	6.30049	5.07027	22.7551	7.32172	2.93529	10.4837	6.09436	5.20879	3.25075	6.24869	5.1398	5.14222	9.4658	6.98929	7.64027	3.70252	9.25114	7.08108	2.03616	16.0626	6.01876
OLAH	0.0052669	0.0118361	0.0033711	0	0.0123065	0.0784287	0.0219251	0.0107586	0	0.0324805	0	0	0.0389807	0.0856379	0.018999	0.145458	0.0080897	0.172617	0	0.0024506	0.798119	0.005546	2.23327	5.70607	0.0172498	0.015676	0.0097926	0.106837	0.0968089	0.0025578	0.113956	0.0258471	0.013416	0
PIP4K2A	18.488	28.7423	25.4346	15.9958	29.8672	7.64904	19.9986	13.2149	18.3383	18.1396	33.4718	3.56518	13.4135	13.1039	8.06235	19.6772	13.7435	9.18789	28.1118	17.1932	15.5562	8.16461	12.9788	17.5776	13.6209	31.5609	7.08866	56.6023	5.67053	32.9954	43.6575	5.83795	16.6914	16.6491
GAD2	0.0121591	0.0011385	0.0077824	0.0041066	0.0071026	0	0.008436	0.0041396	0.0011779	0.0062487	0.004783	0	0	0	0.0012184	0.0021948	0.0015563	0	0	0.0018858	0.0015278	0.0021339	0.0012806	0	0.005531	0.0015079	0.0050238	0	0	0.0019683	0.001218	0	0	0
PDSS1	24.4686	8.67511	11.4696	10.7372	14.8159	4.86518	5.74586	19.1464	6.65894	10.7533	11.1254	11.9585	12.1228	15.5797	7.77173	18.8848	9.6984	5.24689	13.2459	6.65255	8.44976	3.95268	10.4174	12.1404	12.3522	10.1788	9.77223	6.04122	10.5161	10.5792	6.6678	8.19117	17.771	6.12711
CSGALNACT2	16.4796	34.7092	6.25725	16.5382	7.80813	3.78475	10.112	11.8377	8.43662	15.1525	9.48744	10.1837	13.4572	9.5967	33.6394	5.11968	7.78062	14.763	29.4941	19.1633	26.6194	43.7632	27.752	25.0336	13.5023	4.14335	6.78488	5.1716	14.5969	5.1007	7.45123	27.1925	6.18544	18.5079
ALOX5	8.03144	27.9483	34.4264	0.23736	1.08357	3.865	0.0515731	0.0690187	4.52282	5.28041	3.08618	12.675	0.296235	0.389801	1.63323	1.38141	0.0129743	4.31874	2.07773	0.416615	1.48508	0.297083	0.172947	0.309588	4.17192	2.83341	0.198934	0.054358	0.447583	0.175576	30.6636	10.094	9.59855	29.4496
CHAT	0.0041586	0.782691	0	0.002809	0	0.0056296	0.0057705	0.0169896	0	0	0.0065434	0	0.0071027	0.0032199	0.0025002	0.0045039	0	0.0163553	0.0032207	0.0058049	0	0.0021895	0.0052559	0.0053668	0	0.0030944	14.5671	0	0	0.0040392	0.0024994	0.0229594	0.0026482	0
OGDHL	0.0652564	9.96479	0.0111379	0.470178	0.0330365	0.12073	0.0679127	1.11527	0.0354006	5.65528	0.0376487	0.159233	0.153559	0.36884	1.00436	3.3335	0.0735027	0.228129	0.0387467	0.0333995	0.439496	0.0217597	0.0137457	0.124918	2.25716	0.0469376	1.94666	0.009129	1.97428	0.211276	0.0352978	0.326916	0.0803414	0.245757
ASAH2	0.0017825	0.0010014	0.124358	0.0024081	0.10829	0	0.008657	0.0072823	0.0600917	0.0687043	0	0.0063964	0.0020296	0.0303634	0.117884	0.0106179	0.0013689	0.0093472	0	0.0074645	0.0026877	0	0.0011264	0.0322052	0.0223791	0.131308	0	0.0910184	0.032764	0.0190448	0.102846	0.0010935	0.0011351	0.119576
SGMS1	1.41686	2.35266	7.06622	1.59144	10.9328	0.364619	3.1564	3.05339	4.55127	2.41321	1.5337	0.539793	0.364551	1.22767	2.23774	4.99872	2.05759	0.838117	2.21826	1.61645	2.25591	1.08097	0.658988	1.72879	1.70327	5.04897	1.40095	15.4318	0.542426	13.9938	10.4837	1.28939	2.93853	2.76318
IPMK	0.881086	3.16168	1.53718	2.3477	2.42872	1.18038	1.97616	5.14777	2.58773	3.49198	2.86375	1.92615	2.53928	3.37484	3.03672	1.56879	2.60528	3.22167	3.00465	2.40498	6.09769	2.72883	4.56713	3.13999	1.73207	1.88523	3.45124	2.3175	1.38454	3.54836	1.47515	4.09352	3.44149	5.05326
ADO	8.62551	16.8539	4.87452	9.08049	5.69972	5.37952	7.57687	13.1948	6.24396	9.60158	8.62192	7.56933	6.7981	7.49266	13.3603	7.431	6.72615	9.23071	10.0054	8.00562	18.4339	8.52901	9.74232	7.75902	5.87727	6.74563	11.9927	5.36621	4.00337	7.63134	6.77976	11.041	8.29149	8.49017
SIRT1	3.52106	8.09569	5.19371	6.51055	8.73701	3.75915	6.64734	12.2854	6.14445	6.50833	7.22556	5.26015	7.87973	7.6174	14.0781	12.2729	5.36617	5.74215	7.80796	8.08465	14.6588	4.66411	8.95375	5.87327	5.27914	10.5613	8.2303	12.5001	4.55184	13.2307	5.71882	5.60544	7.1135	9.2923
HKDC1	0.15246	0.0638213	0.0153069	0.0222121	0.0122237	0.0627259	0.0559999	0.0284968	0.0399637	0.0245807	0.0235186	0.0557815	0.0595671	0.0162023	0.0233645	0.0615151	0.0321413	0.0548659	0.020837	0.0375556	0.0743735	0.0251828	0.0585616	0.0906602	0.0358995	0.0467119	0.0722557	0.198647	0.0341053	0.027584	0.217397	0.0256734	0.024748	0.0809183
HK1	18.5207	30.4873	58.1175	21.8184	57.2147	7.19997	13.8411	15.8884	76.3276	22.9241	23.4487	1.0138	14.987	5.33633	25.444	167.499	21.2297	22.1237	26.6823	10.6357	23.8039	11.5697	17.7671	15.1303	18.7604	53.7909	3.08056	75.1641	8.178	144.309	102.141	0.862799	31.9527	15.3671
PPA1	87.8652	67.5295	82.8626	107.429	105.068	40.0258	77.6451	199.711	55.3385	110.505	93.0056	167.006	94.4591	97.4391	80.5495	144.775	135.861	90.6126	150.263	129.635	76.9456	73.4135	138.826	104.141	64.594	101.796	133.02	88.6038	66.6942	104.292	142.276	168.359	141.189	58.4238
SGPL1	3.9878	7.15726	1.11189	5.11447	1.3786	1.90316	4.11009	4.65689	1.91997	7.5614	6.0993	2.71486	3.45418	3.42659	6.73551	3.26505	2.11505	5.18218	7.66098	6.93493	3.35598	1.89946	5.20973	5.79088	3.35748	4.02297	3.7035	6.12852	3.40409	4.7759	3.04133	2.54025	2.01485	4.68379
PCBD1	23.6367	17.9603	8.22099	9.28052	8.14283	11.4508	12.1121	11.0411	11.7745	15.7905	9.04901	13.1324	24.2212	12.1908	14.5863	32.8054	3.44209	12.9094	20.8511	15.2837	23.5369	4.37433	21.0253	13.8928	28.9711	14.6545	14.6729	12.6212	6.75235	11.5502	13.6727	12.6635	14.8507	6.11006
PSAP	238.263	372.852	130.343	174.162	117.155	134.999	146.512	272.296	430.78	161.216	153.246	179.126	41.2746	93.47	143.483	252.454	208.231	189.776	403.782	81.5278	319.1	203.382	113.823	139.345	407.743	175.674	155.948	491.142	66.0838	622.657	1103.01	385	155.836	251.937
CHST3	0.151841	0.0190686	1.45663	0.0748119	0.20035	1.43159	0.0334633	0.124065	0.0384168	1.4257	0.01827	0.143588	0.02034	0.0235131	0.571356	0.0415958	0.035669	0.0807934	0.0276697	0.0182859	0.0956191	0.0253939	0.0507979	0.0749229	0.106286	0.0425344	0.0542483	1.67434	0.0600078	0.0477143	43.9938	0.0197247	0.0250265	0.018921
PLA2G12B	0	0	0	0.0223678	0	0	0.0153165	0.067642	0.0192471	0.0056726	0.0260519	0.0158436	0.0125682	0	0	0.0179319	0	0.0217056	0	0.0154077	0	0.011623	0	0	0.0060252	0	0.0068409	0.0154417	0	0.0107211	0.0398039	0.0135422	0	0
P4HA1	11.1606	18.4223	8.49742	43.1976	22.1399	11.008	11.8096	31.1499	83.3485	19.5361	23.6384	7.99769	26.5747	15.0801	28.6177	18.0357	22.5152	76.7992	40.3463	5.59447	56.0462	7.04948	22.659	23.056	12.0287	16.216	19.4342	14.0336	17.1215	18.6752	22.7415	101.006	20.7612	16.4479
NDST2	7.04268	10.4024	5.87185	12.0042	3.79879	4.59601	11.172	11.7513	6.1448	9.19304	9.72233	3.27677	9.02515	10.0951	18.9625	6.42433	9.05995	17.1553	12.5512	17.4504	16.5417	8.66823	14.238	8.17465	6.2089	7.18618	6.57512	6.99888	4.41323	5.76922	8.34885	4.77181	4.97902	34.3827
ADK	36.6977	20.9548	10.6421	23.295	16.409	8.59995	13.0445	32.189	9.78581	17.5922	21.8815	26.3829	27.4138	38.0191	21.5598	16.8399	23.0579	12.3776	32.8288	15.9385	29.3472	8.09784	17.2367	16.9722	18.3134	17.5169	30.962	13.3612	13.6092	11.7002	11.0784	12.7195	31.7908	14.4819
MAT1A	0.0202454	0.176301	0.485925	0.0068376	0.884994	0.0137033	0.0187285	0.0413551	0.0470693	0.0034681	0.0053092	0.0121081	0.003842	0.0078377	0	0.0877058	0	0	0.0418119	0	0.0050877	0.0053296	0	0.0108862	0.0036837	0.0025107	0.010456	7.68005	0.0021386	0.004916	1.10929	0.0020699	0.0687598	0.0079421
GLUD1	47.6546	70.8468	43.4044	43.9729	46.0699	20.0364	45.857	83.5264	42.5176	59.4538	48.5019	38.4165	62.8056	55.4396	72.1649	43.0033	71.8722	40.1721	65.7085	58.1346	78.3009	43.5254	54.0715	52.4208	50.6899	47.9113	68.3313	51.0422	31.5066	60.5808	55.0493	45.0553	57.9054	55.508
MINPP1	4.02921	4.8196	16.5302	7.83586	22.5332	2.37793	7.12905	9.88888	50.0152	2.91292	8.87962	1.99396	4.92387	5.75674	13.6409	21.0387	6.55329	4.49467	13.0352	6.11024	6.43011	0.665103	6.07842	3.83322	6.17222	87.5952	8.67855	34.5101	3.33875	55.894	31.1533	1.60303	12.9974	3.571
PAPSS2	0.307353	1.60342	8.32849	0.963901	9.73352	1.47322	0.417781	3.78191	8.04444	0.315904	0.700737	0.283604	0.217833	0.235546	5.61328	7.13809	3.28288	1.6816	0.43478	0.126957	1.00962	0.318688	0.558888	0.368311	2.14336	4.14453	0.231302	13.9016	0.530744	2.02115	0.399603	0.369386	2.69222	1.41365
PTEN	21.3368	12.1816	4.21285	16.8526	6.29469	7.12045	13.7187	46.2717	7.28156	13.1843	35.1361	11.5229	28.1885	17.1956	28.5228	10.1472	15.7617	13.6039	17.9667	13.4581	8.54209	10.0013	20.911	12.5621	18.4146	14.7882	9.86809	14.1649	9.79733	7.72832	10.1838	15.0816	28.169	35.071
LIPF	0	0	0	0	0	0	0	0.0287773	0.0294782	0.004344	0	0	0	0	0	0	0.0129831	0	0.0130928	0	0	0	0	0	0	0	0.0104773	0	0	0	0.0101604	0	0	0.0099479
CH25H	0.018071	0	0	0	0.010556	0	0	0	0.0105035	0.0092869	0	0	0	0	0.0162967	0	0	0	0.0139955	0.0210207	0	0	0.0114195	0	0.0049321	0.080678	0.0223992	0	0	0	0.13033	0	0.402772	0.0106337
LIPA	24.3473	47.4972	5.17623	12.5481	7.52741	9.66578	11.5456	10.4133	17.2661	15.5059	15.3466	3.26746	13.9041	23.0025	17.2691	18.3833	15.8664	6.68531	37.8912	9.94447	19.7778	15.8748	22.7362	19.4522	14.3538	10.645	10.0869	10.9276	8.83596	8.54971	18.8862	5.48398	15.0558	20.5847
PANK1	1.79901	3.15822	0.979091	2.01605	1.44851	1.8936	3.28777	7.01856	2.72172	3.84419	1.21524	2.10174	4.37361	3.24628	4.80303	8.3019	2.72585	1.3165	3.42092	2.8575	2.40804	2.20351	2.69673	0.965339	2.54789	3.85998	5.47738	1.69264	1.27536	4.05778	1.60947	2.98492	2.79856	2.51337
CYP26C1	0.0079356	0.0178334	0	0	0.0046355	0	0.0550574	0.0162099	0	0.0122345	0.0062432	0.0056952	0	0	0.004771	0.0472697	0	0	0	0.0073847	0	0.0041781	0.0100294	0	0	0	0.0049181	0.0055507	0.0050297	0.0115616	0	0	0.0101069	0
CYP26A1	0.0751565	0.205491	0	0	0.204877	0	0.257243	0.0102348	0.0407713	0.0643728	0.307465	0.0035959	0.01141	0.0077589	0.0030123	0.363573	0	0.0098527	0.0698478	0	0	0.0158279	0	0.0161651	0	0.342992	0.0155262	0.0385513	0	0.0632654	0.0421585	0	0.0829579	0.0707602
PDE6C	0.0978018	0.0951003	0.0722282	0.167698	0.0966819	0.063652	0.156589	0.153676	0.0787095	0.0966565	0.0917404	0.107985	0.02784	0.087375	0.10403	0.077405	0.0259995	0.0147939	0.090311	0.0402556	0.0311949	0.12279	0.095082	0.126214	0.0225863	0.103561	0.0839261	0.0657786	0.0810617	0.0694184	0.0429546	0.02769	0.0958171	0.0752584
PLCE1	0.353117	0.374436	0.247825	0.746261	0.353923	0.171729	0.236455	1.6057	0.323548	0.429594	0.26887	0.408333	0.455427	0.549748	0.297672	0.454209	0.135229	0.122246	0.390056	0.457667	0.184853	0.274637	0.1699	0.17715	0.271816	0.441671	0.396036	0.150979	0.229211	0.177006	0.348212	0.318243	0.468425	0.438973
CYP2C18	0.0154287	0	0.0049375	0.0104217	0.0090125	0	0.0107045	0.015758	0.0134515	0.0118934	0	0	0.0131756	0.005973	0.0046379	0.0167097	0	0.0101131	0	0	0	0.0081232	0	0	0	0	0	0.0107919	0.0097789	0	0.0139092	0	0.0098251	0.0181577
CYP2C19	0	0	0	0.0059817	0	0	0	0.0271338	0	0.0113774	0	0	0	0	0	0	0	0	0	0.0061806	0	0	0	0.0057141	0	0.0065893	0	0.0030971	0	0	0	0	0	0
CYP2C9	0.0164044	0	0	0	0.0023956	0	0.0056907	0.0027924	0	0.0084304	0	0	0	0	0.0024656	0	0	0	0.0190571	0.0019082	0	0	0.0077747	0.010585	0	0.0061031	0	0.0028686	0	0	0	0	0	0.009653
CYP2C8	0	0	0.0366905	0.0503379	0.0100457	0.0465609	0.0079544	0.0741612	0.0233233	0.0235678	0	0	0.192551	0.248555	0	0.0745015	0.0176096	0	0.0399567	0.0186709	0	0	0	0.0332902	0.0219038	0	0	0.0842039	0	2.19653	0.0551244	0.0105495	0	0.0134929
ALDH18A1	32.5163	43.9562	36.7142	49.7946	54.742	17.3285	34.2343	76.0225	31.0555	43.208	66.4379	24.9588	24.7436	25.1148	30.7835	55.2405	66.9851	21.4267	56.9613	30.7588	8.09727	16.3222	29.4674	32.164	22.2983	45.4889	66.1247	33.3709	23.8156	52.2374	66.2186	26.771	95.3786	22.21
ENTPD1	4.17814	11.6469	4.07023	3.14435	5.39254	1.75687	3.51794	11.4843	5.49083	3.43923	3.75484	3.74875	2.13754	2.92343	4.07427	6.05267	2.80232	0.748472	5.77513	3.25522	1.91135	3.55737	4.14572	6.13718	4.03744	6.45956	3.10445	3.47984	1.09804	3.50021	5.6311	3.76337	6.14141	8.27383
PGAM1	102.521	67.2439	34.71	56.4388	67.3556	36.5849	33.5112	96.3193	90.7036	78.5879	81.9344	68.7999	127.143	94.722	67.3619	130.802	51.3587	196.682	94.1195	47.2511	46.364	44.4455	107.049	72.6286	95.5258	56.9039	143.796	37.2646	103.165	77.6983	40.8251	113.006	131.861	47.332
HOGA1	0.0142134	0.0505738	0.0272917	0.0032003	0.0221404	0.0064136	0.0065742	0.0064519	0.0330452	0.0048696	0	0.0034002	0.0026973	0.0073367	0.0313325	0.0410495	0.0036385	0.0248442	0.0036693	0.0132267	0	0.0149667	0.0239514	0.0061142	0.015517	0.0705062	0.0176177	0.0099419	0.0090087	0.0092035	0.111051	0.017438	0.0030171	0.0278791
PI4K2A	4.06907	4.44524	3.72681	1.18656	4.81286	2.69987	2.48493	1.75061	7.21617	4.97656	3.87471	1.40361	4.83452	8.52882	8.10213	11.3409	2.38081	5.09278	0.849421	5.95788	6.74042	4.31758	6.13252	2.50093	8.64439	7.05952	3.92919	20.096	5.01679	12.9898	16.4543	1.17421	2.92246	2.96983
HPSE2	0	0.0059156	5.40489	0.0391177	7.02094	0.0035634	0.365264	0.0035847	21.4934	0.0054111	0.455605	0	0	0.0081525	0.0031652	5.2143	0.113208	0.0103526	0.0448506	0.0097984	0	0	0	0.835676	0	19.6337	0	22.721	0.0033368	27.3521	3.69885	0.0129181	0	0.0123918
GOT1	17.5056	31.428	26.0653	13.7493	16.1173	4.28696	13.6069	16.4049	17.5785	16.5138	11.8967	10.6737	3.34615	16.3537	20.6053	37.8826	7.64096	2.46257	20.3637	8.43398	4.74659	9.38253	5.17305	10.7131	12.4712	21.363	26.1045	20.7104	14.0994	20.1839	37.2885	16.3198	20.3162	10.8848
COX15	11.4434	23.9262	11.907	15.2702	15.2619	6.06693	14.1955	16.9028	17.3221	16.4463	18.8007	13.6208	12.295	11.1775	17.1666	11.6139	17.2744	12.6298	22.3792	12.391	8.39804	9.43211	16.6628	16.2835	19.867	15.8963	14.9952	15.9128	8.97038	17.6986	15.6739	12.5968	20.2122	19.3085
SCD	90.1507	241.385	62.058	47.4541	79.9657	31.9719	31.174	133.061	379.99	129.563	72.0052	20.7192	95.179	158.624	125.895	222.443	62.3832	43.0221	73.7172	51.0064	136.565	61.8169	68.7785	53.1873	85.1348	102.454	136.348	153.356	102.728	90.1975	174.02	342.796	170.659	3.16932
NDUFB8	102.09	76.0168	64.4115	56.416	46.3194	40.1092	57.7031	80.3811	73.5059	79.6965	64.1098	119.351	81.5497	88.3167	70.9137	78.3828	59.9529	51.1294	90.913	50.7687	35.0707	40.2236	53.5787	61.5862	83.4325	72.9219	111.389	70.7866	67.5752	73.4252	69.4206	68.1174	95.1544	34.2942
ELOVL3	0.0726531	7.76559	0.0871901	0.0245377	0.143234	0.645434	0.0315044	0.581264	0.232256	0.0093343	0.135751	1.61639	5.67182	5.47765	1.07015	0.772104	0	0.720291	0.386841	0.350725	3.18372	2.69675	6.00289	0	6.80634	0.02703	8.85348	0.0571713	2.92985	0.110261	0.0382071	0	0.0057833	0.064128
